source,type,year,var_short,value,iso3,var_long,residence,san_service_chain
ES,Admin,2013,s_treat_wtp_n,95.97014925373134,LTU,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2014,s_treat_wtp_n,99.71264367816094,LTU,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2015,s_treat_wtp_n,99.86187845303868,LTU,Treated at wastewater treatment plant,national,WW treatment
MOE,Admin,2016,s_treat_wtp_n,99.8,LTU,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2016,s_treat_wtp_n,99.85197859800648,LTU,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2017,s_treat_wtp_n,99.8646453708717,LTU,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2018,s_treat_wtp_n,99.90905376372432,LTU,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2012,s_treat_fstp_n,94.17910447761194,LTU,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2013,s_treat_fstp_n,95.97014925373134,LTU,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2014,s_treat_fstp_n,99.71264367816094,LTU,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2015,s_treat_fstp_n,99.86187845303868,LTU,Treated at faecal sludge treatment plant,national,FS treatment
MOE,Admin,2016,s_treat_fstp_n,99.8,LTU,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2016,s_treat_fstp_n,99.85197859800648,LTU,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2017,s_treat_fstp_n,99.8646453708717,LTU,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2018,s_treat_fstp_n,99.90905376372432,LTU,Treated at faecal sludge treatment plant,national,FS treatment
CEN,Census,2001,s_imp_u,95.35,LTU,Improved,urban,user interface
HBS,Survey,2002,s_imp_u,96,LTU,Improved,urban,user interface
HBS,Survey,2003,s_imp_u,94.5,LTU,Improved,urban,user interface
CEN,Census,2011,s_imp_u,99,LTU,Improved,urban,user interface
HBS,Survey,2012,s_imp_u,97.5,LTU,Improved,urban,user interface
EU SILC,Admin,2012,s_imp_u,98.55,LTU,Improved,urban,user interface
EU SILC,Admin,2013,s_imp_u,97.8,LTU,Improved,urban,user interface
EU SILC,Admin,2014,s_imp_u,99.15,LTU,Improved,urban,user interface
EU SILC,Admin,2015,s_imp_u,99.4,LTU,Improved,urban,user interface
HBS,Survey,2016,s_imp_u,97.5,LTU,Improved,urban,user interface
CEN,Census,2001,s_sew_u,90.7,LTU,Sewer,urban,user interface
CEN,Census,2011,s_sew_u,98,LTU,Sewer,urban,user interface
CEN,Census,2001,s_lat_u,4.6499999999999915,LTU,Latrines and other improved,urban,user interface
CEN,Census,2011,s_lat_u,1,LTU,Latrines and other improved,urban,user interface
EU SILC,Admin,2012,s_shared_u,2.265705458290422,LTU,Shared,urban,sharing
EU SILC,Admin,2013,s_shared_u,1.6736401673640169,LTU,Shared,urban,sharing
CEN,Census,2001,s_imp_r,75.2,LTU,Improved,rural,user interface
HBS,Survey,2002,s_imp_r,68.5,LTU,Improved,rural,user interface
HBS,Survey,2003,s_imp_r,65.5,LTU,Improved,rural,user interface
CEN,Census,2011,s_imp_r,87.8,LTU,Improved,rural,user interface
HBS,Survey,2012,s_imp_r,78.5,LTU,Improved,rural,user interface
EU SILC,Admin,2012,s_imp_r,82.3,LTU,Improved,rural,user interface
EU SILC,Admin,2013,s_imp_r,79.35,LTU,Improved,rural,user interface
EU SILC,Admin,2014,s_imp_r,87.85000000000001,LTU,Improved,rural,user interface
EU SILC,Admin,2015,s_imp_r,90.75,LTU,Improved,rural,user interface
HBS,Survey,2016,s_imp_r,79.5,LTU,Improved,rural,user interface
CEN,Census,2001,s_sew_r,50.4,LTU,Sewer,rural,user interface
CEN,Census,2011,s_sew_r,75.6,LTU,Sewer,rural,user interface
CEN,Census,2001,s_lat_r,24.800000000000004,LTU,Latrines and other improved,rural,user interface
CEN,Census,2011,s_lat_r,12.200000000000005,LTU,Latrines and other improved,rural,user interface
EU SILC,Admin,2012,s_shared_r,1.2383900928792573,LTU,Shared,rural,sharing
EU SILC,Admin,2013,s_shared_r,4.258943781942079,LTU,Shared,rural,sharing
ES,Admin,2010,s_treat_wtp_n,95.40668536484436,LUX,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2011,s_treat_wtp_n,95.73258067233972,LUX,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2012,s_treat_wtp_n,97.98643484360916,LUX,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2013,s_treat_wtp_n,98.08594895863892,LUX,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2014,s_treat_wtp_n,98.17073170731707,LUX,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2015,s_treat_wtp_n,98.07106598984772,LUX,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2016,s_treat_wtp_n,100,LUX,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2017,s_treat_wtp_n,100,LUX,Treated at wastewater treatment plant,national,WW treatment
OECD,Admin,2002,s_imp_u,100,LUX,Improved,urban,user interface
EU SILC,Admin,2012,s_imp_u,100,LUX,Improved,urban,user interface
EU SILC,Admin,2013,s_imp_u,100,LUX,Improved,urban,user interface
EU SILC,Admin,2014,s_imp_u,99.95,LUX,Improved,urban,user interface
EU SILC,Admin,2015,s_imp_u,100,LUX,Improved,urban,user interface
EU SILC,Admin,2012,s_sew_u,100,LUX,Sewer,urban,user interface
EU SILC,Admin,2013,s_sew_u,100,LUX,Sewer,urban,user interface
EU SILC,Admin,2014,s_sew_u,99.9,LUX,Sewer,urban,user interface
EU SILC,Admin,2015,s_sew_u,100,LUX,Sewer,urban,user interface
EU SILC,Admin,2012,s_sep_u,0,LUX,Septic,urban,user interface
EU SILC,Admin,2013,s_sep_u,0,LUX,Septic,urban,user interface
EU SILC,Admin,2014,s_sep_u,0.05,LUX,Septic,urban,user interface
EU SILC,Admin,2015,s_sep_u,0,LUX,Septic,urban,user interface
EU SILC,Admin,2012,s_lat_u,0,LUX,Latrines and other improved,urban,user interface
EU SILC,Admin,2013,s_lat_u,0,LUX,Latrines and other improved,urban,user interface
EU SILC,Admin,2014,s_lat_u,0,LUX,Latrines and other improved,urban,user interface
EU SILC,Admin,2015,s_lat_u,0,LUX,Latrines and other improved,urban,user interface
EU SILC,Admin,2012,s_shared_u,2.5,LUX,Shared,urban,sharing
OECD,Admin,2002,s_imp_r,100,LUX,Improved,rural,user interface
EU SILC,Admin,2012,s_imp_r,99.55,LUX,Improved,rural,user interface
EU SILC,Admin,2013,s_imp_r,99.95,LUX,Improved,rural,user interface
EU SILC,Admin,2014,s_imp_r,99.95,LUX,Improved,rural,user interface
EU SILC,Admin,2015,s_imp_r,100,LUX,Improved,rural,user interface
EU SILC,Admin,2012,s_sew_r,79.9317760025821,LUX,Sewer,rural,user interface
EU SILC,Admin,2013,s_sew_r,82.14806507660717,LUX,Sewer,rural,user interface
EU SILC,Admin,2014,s_sew_r,81.62077988086284,LUX,Sewer,rural,user interface
EU SILC,Admin,2015,s_sew_r,79.64703434676026,LUX,Sewer,rural,user interface
EU SILC,Admin,2012,s_sep_r,19.618223997417896,LUX,Septic,rural,user interface
EU SILC,Admin,2013,s_sep_r,17.80193492339283,LUX,Septic,rural,user interface
EU SILC,Admin,2014,s_sep_r,18.32922011913717,LUX,Septic,rural,user interface
EU SILC,Admin,2015,s_sep_r,20.35296565323974,LUX,Septic,rural,user interface
EU SILC,Admin,2012,s_lat_r,0,LUX,Latrines and other improved,rural,user interface
EU SILC,Admin,2013,s_lat_r,0,LUX,Latrines and other improved,rural,user interface
EU SILC,Admin,2014,s_lat_r,0,LUX,Latrines and other improved,rural,user interface
EU SILC,Admin,2015,s_lat_r,0,LUX,Latrines and other improved,rural,user interface
EU SILC,Admin,2012,s_shared_r,1.1111111111111112,LUX,Shared,rural,sharing
MICS,Survey with microdata,2000,s_imp_u,29.945163916135456,MDG,Improved,urban,user interface
EP,Survey,2002,s_imp_u,24.63046324721559,MDG,Improved,urban,user interface
EP,Survey,2004,s_imp_u,29.88059339116348,MDG,Improved,urban,user interface
DHS,Survey with microdata,2004,s_imp_u,27.092930711228625,MDG,Improved,urban,user interface
EP,Survey,2005,s_imp_u,29.095814635874884,MDG,Improved,urban,user interface
DHS,Survey with microdata,2009,s_imp_u,39.74804784078172,MDG,Improved,urban,user interface
EPM,Survey,2010,s_imp_u,26.602373727751115,MDG,Improved,urban,user interface
MIS,Survey with microdata,2011,s_imp_u,34.83171915122851,MDG,Improved,urban,user interface
EIPM-AIS,Survey with microdata,2013,s_imp_u,35.05277531427179,MDG,Improved,urban,user interface
ENSOMD,Survey with microdata,2013,s_imp_u,43.74457,MDG,Improved,urban,user interface
MIS,Survey with microdata,2016,s_imp_u,44.29065312373992,MDG,Improved,urban,user interface
MICS,Survey with microdata,2018,s_imp_u,53.38838,MDG,Improved,urban,user interface
MICS,Survey with microdata,2000,s_sew_u,1,MDG,Sewer,urban,user interface
EP,Survey,2002,s_sew_u,0.911111111111111,MDG,Sewer,urban,user interface
EP,Survey,2004,s_sew_u,0.9222222222222224,MDG,Sewer,urban,user interface
DHS,Survey with microdata,2004,s_sew_u,0.8222222222222223,MDG,Sewer,urban,user interface
EP,Survey,2005,s_sew_u,0.49050632911392406,MDG,Sewer,urban,user interface
DHS,Survey with microdata,2009,s_sew_u,0.5,MDG,Sewer,urban,user interface
EPM,Survey,2010,s_sew_u,10.5,MDG,Sewer,urban,user interface
MIS,Survey with microdata,2011,s_sew_u,0.113708159275969,MDG,Sewer,urban,user interface
EIPM-AIS,Survey with microdata,2013,s_sew_u,1.30365102062814,MDG,Sewer,urban,user interface
ENSOMD,Survey with microdata,2013,s_sew_u,0.8628,MDG,Sewer,urban,user interface
MIS,Survey with microdata,2016,s_sew_u,0.76818,MDG,Sewer,urban,user interface
MICS,Survey with microdata,2018,s_sew_u,1.45069,MDG,Sewer,urban,user interface
MICS,Survey with microdata,2000,s_sep_u,8,MDG,Septic,urban,user interface
EP,Survey,2004,s_sep_u,2.5,MDG,Septic,urban,user interface
DHS,Survey with microdata,2004,s_sep_u,7.4,MDG,Septic,urban,user interface
DHS,Survey with microdata,2009,s_sep_u,13.6,MDG,Septic,urban,user interface
MIS,Survey with microdata,2011,s_sep_u,14.0241285126996,MDG,Septic,urban,user interface
EIPM-AIS,Survey with microdata,2013,s_sep_u,8.98661531813435,MDG,Septic,urban,user interface
ENSOMD,Survey with microdata,2013,s_sep_u,11.17555,MDG,Septic,urban,user interface
MIS,Survey with microdata,2016,s_sep_u,14.17199,MDG,Septic,urban,user interface
MICS,Survey with microdata,2018,s_sep_u,10.89272,MDG,Septic,urban,user interface
MICS,Survey with microdata,2000,s_lat_u,20.945163916135456,MDG,Latrines and other improved,urban,user interface
EP,Survey,2002,s_lat_u,23.719352136104483,MDG,Latrines and other improved,urban,user interface
EP,Survey,2004,s_lat_u,26.458371168941255,MDG,Latrines and other improved,urban,user interface
DHS,Survey with microdata,2004,s_lat_u,18.870708489006404,MDG,Latrines and other improved,urban,user interface
EP,Survey,2005,s_lat_u,28.60530830676096,MDG,Latrines and other improved,urban,user interface
DHS,Survey with microdata,2009,s_lat_u,25.64804784078172,MDG,Latrines and other improved,urban,user interface
EPM,Survey,2010,s_lat_u,16.102373727751115,MDG,Latrines and other improved,urban,user interface
MIS,Survey with microdata,2011,s_lat_u,20.69388247925294,MDG,Latrines and other improved,urban,user interface
EIPM-AIS,Survey with microdata,2013,s_lat_u,24.762508975509306,MDG,Latrines and other improved,urban,user interface
ENSOMD,Survey with microdata,2013,s_lat_u,31.706219999999995,MDG,Latrines and other improved,urban,user interface
MIS,Survey with microdata,2016,s_lat_u,29.350483123739924,MDG,Latrines and other improved,urban,user interface
MICS,Survey with microdata,2018,s_lat_u,41.04497,MDG,Latrines and other improved,urban,user interface
MICS,Survey with microdata,2000,s_od_u,17.2,MDG,Open defecation,urban,open defecation
EP,Survey,2002,s_od_u,14.2,MDG,Open defecation,urban,open defecation
EP,Survey,2004,s_od_u,18.9,MDG,Open defecation,urban,open defecation
DHS,Survey with microdata,2004,s_od_u,19.1,MDG,Open defecation,urban,open defecation
EP,Survey,2005,s_od_u,24,MDG,Open defecation,urban,open defecation
DHS,Survey with microdata,2009,s_od_u,10.6,MDG,Open defecation,urban,open defecation
EPM,Survey,2010,s_od_u,30.7,MDG,Open defecation,urban,open defecation
MIS,Survey with microdata,2011,s_od_u,20.0598907992574,MDG,Open defecation,urban,open defecation
EIPM-AIS,Survey with microdata,2013,s_od_u,25.0749111549537,MDG,Open defecation,urban,open defecation
MIS,Survey with microdata,2016,s_od_u,19.66836,MDG,Open defecation,urban,open defecation
MICS,Survey with microdata,2018,s_od_u,21.66918,MDG,Open defecation,urban,open defecation
MICS,Survey with microdata,2018,s_sep_nemp_u,80.79591,MDG,Septic: not emptied,national,emptying
MICS,Survey with microdata,2018,s_sep_ebo_u,8.65589,MDG,Septic: emptied and buried onsite,urban,emptying
MICS,Survey with microdata,2018,s_sep_edl_u,2.89835,MDG,Septic: emptied and discharged locally,urban,emptying
MICS,Survey with microdata,2018,s_sep_ero_u,7.64985,MDG,Septic: emptied and removed offsite,urban,emptying
MICS,Survey with microdata,2018,s_lat_nemp_u,82.21155,MDG,Latrines: not emptied,national,emptying
MICS,Survey with microdata,2018,s_lat_ebo_u,10.07769,MDG,Latrines: emptied and buried onsite,urban,emptying
MICS,Survey with microdata,2018,s_lat_edl_u,3.6139,MDG,Latrines: emptied and discharged locally,urban,emptying
MICS,Survey with microdata,2018,s_lat_ero_u,4.09687,MDG,Latrines: emptied and removed offsite,urban,emptying
DHS,Survey with microdata,2004,s_shared_u,65.13473171498154,MDG,Shared,urban,sharing
DHS,Survey with microdata,2009,s_shared_u,49.58333333333332,MDG,Shared,urban,sharing
MIS,Survey with microdata,2011,s_shared_u,67.8014709095337,MDG,Shared,urban,sharing
EIPM-AIS,Survey with microdata,2013,s_shared_u,57.87601343104338,MDG,Shared,urban,sharing
MIS,Survey with microdata,2016,s_shared_u,59.34014,MDG,Shared,urban,sharing
MICS,Survey with microdata,2018,s_shared_u,66.82971,MDG,Shared,urban,sharing
MICS,Survey with microdata,2000,s_imp_r,8.749858382542168,MDG,Improved,rural,user interface
EP,Survey,2002,s_imp_r,9.135072160261425,MDG,Improved,rural,user interface
EP,Survey,2004,s_imp_r,9.915845960724686,MDG,Improved,rural,user interface
DHS,Survey with microdata,2004,s_imp_r,8.025214678740928,MDG,Improved,rural,user interface
EP,Survey,2005,s_imp_r,9.09368718016243,MDG,Improved,rural,user interface
DHS,Survey with microdata,2009,s_imp_r,9.982363408129174,MDG,Improved,rural,user interface
EPM,Survey,2010,s_imp_r,9.255234781088951,MDG,Improved,rural,user interface
MIS,Survey with microdata,2011,s_imp_r,8.467451809390884,MDG,Improved,rural,user interface
EIPM-AIS,Survey with microdata,2013,s_imp_r,10.597266939059203,MDG,Improved,rural,user interface
ENSOMD,Survey with microdata,2013,s_imp_r,18.6453,MDG,Improved,rural,user interface
MIS,Survey with microdata,2016,s_imp_r,24.12731392849396,MDG,Improved,rural,user interface
MICS,Survey with microdata,2018,s_imp_r,25.129725,MDG,Improved,rural,user interface
MICS,Survey with microdata,2000,s_sew_r,0.1,MDG,Sewer,rural,user interface
EP,Survey,2002,s_sew_r,0.2666666666666667,MDG,Sewer,rural,user interface
EP,Survey,2004,s_sew_r,0.30000000000000004,MDG,Sewer,rural,user interface
DHS,Survey with microdata,2004,s_sew_r,0.11666666666666664,MDG,Sewer,rural,user interface
